tas	"	Year"	 Month	 Country	 ISO3	 ISO2
17.5201	1982	9	ZAF		
18.747	1982	10	ZAF		
20.0713	1982	11	ZAF		
22.5964	1982	12	ZAF		
24.8128	1983	1	ZAF		
22.9749	1983	2	ZAF		
21.9469	1983	3	ZAF		
19.8243	1983	4	ZAF		
14.464	1983	5	ZAF		
12.0158	1983	6	ZAF		
11.6083	1983	7	ZAF		
12.5302	1983	8	ZAF		
16.8309	1983	9	ZAF		
18.8857	1983	10	ZAF		
20.7257	1983	11	ZAF		
22.7245	1983	12	ZAF		
23.7298	1984	1	ZAF		
24.0121	1984	2	ZAF		
22.1743	1984	3	ZAF		
17.9065	1984	4	ZAF		
14.2772	1984	5	ZAF		
11.676	1984	6	ZAF		
11.4647	1984	7	ZAF		
13.5725	1984	8	ZAF		
16.8309	1984	9	ZAF		
18.8486	1984	10	ZAF		
20.7072	1984	11	ZAF		
22.0545	1984	12	ZAF		
24.0188	1985	1	ZAF		
22.9964	1985	2	ZAF		
20.6886	1985	3	ZAF		
18.0687	1985	4	ZAF		
14.4099	1985	5	ZAF		
11.9409	1985	6	ZAF		
11.2128	1985	7	ZAF		
14.5048	1985	8	ZAF		
16.4977	1985	9	ZAF		
20.0339	1985	10	ZAF		
22.0354	1985	11	ZAF		
21.7346	1985	12	ZAF		
23.6759	1986	1	ZAF		
22.593	1986	2	ZAF		
21.2537	1986	3	ZAF		
18.7957	1986	4	ZAF		
15.6818	1986	5	ZAF		
11.9054	1986	6	ZAF		
11.364	1986	7	ZAF		
13.9345	1986	8	ZAF		
16.4746	1986	9	ZAF		
18.6137	1986	10	ZAF		
20.0717	1986	11	ZAF		
23.1878	1986	12	ZAF		
23.5121	1987	1	ZAF		
24.2182	1987	2	ZAF		
22.0207	1987	3	ZAF		
19.3217	1987	4	ZAF		
16.5178	1987	5	ZAF		
11.1795	1987	6	ZAF		
10.9901	1987	7	ZAF		
13.1183	1987	8	ZAF		
15.5039	1987	9	ZAF		
18.7081	1987	10	ZAF		
21.2591	1987	11	ZAF		
22.7946	1987	12	ZAF		
24.1469	1988	1	ZAF		
23.4119	1988	2	ZAF		
21.7991	1988	3	ZAF		
17.1728	1988	4	ZAF		
14.9583	1988	5	ZAF		
10.8392	1988	6	ZAF		
11.1759	1988	7	ZAF		
14.2627	1988	8	ZAF		
15.8021	1988	9	ZAF		
17.5187	1988	10	ZAF		
20.3076	1988	11	ZAF		
21.3725	1988	12	ZAF		
22.9985	1989	1	ZAF		
21.4693	1989	2	ZAF		
20.9979	1989	3	ZAF		
17.6665	1989	4	ZAF		
14.8827	1989	5	ZAF		
11.0509	1989	6	ZAF		
10.7858	1989	7	ZAF		
14.2112	1989	8	ZAF		
15.6604	1989	9	ZAF		
17.6463	1989	10	ZAF		
20.1368	1989	11	ZAF		
22.5691	1989	12	ZAF		
23.5566	1990	1	ZAF		
22.2337	1990	2	ZAF		
21.2723	1990	3	ZAF		
18.1169	1990	4	ZAF		
14.3927	1990	5	ZAF		
11.0122	1990	6	ZAF		
11.2112	1990	7	ZAF		
13.2244	1990	8	ZAF		
16.5157	1990	9	ZAF		
18.7308	1990	10	ZAF		
21.1405	1990	11	ZAF		
22.4747	1990	12	ZAF		
23.2914	1991	1	ZAF		
22.7346	1991	2	ZAF		
20.9049	1991	3	ZAF		
18.5457	1991	4	ZAF		
15.1158	1991	5	ZAF		
11.2354	1991	6	ZAF		
11.1541	1991	7	ZAF		
12.5173	1991	8	ZAF		
16.3029	1991	9	ZAF		
18.7878	1991	10	ZAF		
20.9379	1991	11	ZAF		
22.2689	1991	12	ZAF		
24.3328	1992	1	ZAF		
23.9984	1992	2	ZAF		
22.2503	1992	3	ZAF		
19.3442	1992	4	ZAF		
14.6127	1992	5	ZAF		
11.4332	1992	6	ZAF		
11.694	1992	7	ZAF		
12.663	1992	8	ZAF		
17.2512	1992	9	ZAF		
18.8187	1992	10	ZAF		
20.3643	1992	11	ZAF		
22.9035	1992	12	ZAF		
24.2447	1993	1	ZAF		
22.3437	1993	2	ZAF		
21.8171	1993	3	ZAF		
17.6753	1993	4	ZAF		
14.8035	1993	5	ZAF		
11.5704	1993	6	ZAF		
12.856	1993	7	ZAF		
13.5878	1993	8	ZAF		
17.6816	1993	9	ZAF		
19.6433	1993	10	ZAF		
21.0269	1993	11	ZAF		
22.6601	1993	12	ZAF		
22.8568	1994	1	ZAF		
22.4284	1994	2	ZAF		
21.2729	1994	3	ZAF		
18.5141	1994	4	ZAF		
14.6281	1994	5	ZAF		
10.5291	1994	6	ZAF		
10.1471	1994	7	ZAF		
13.0325	1994	8	ZAF		
16.9688	1994	9	ZAF		
18.2706	1994	10	ZAF		
21.0284	1994	11	ZAF		
22.8259	1994	12	ZAF		
23.8669	1995	1	ZAF		
24.6054	1995	2	ZAF		
21.544	1995	3	ZAF		
17.5346	1995	4	ZAF		
14.7795	1995	5	ZAF		
11.2254	1995	6	ZAF		
10.6531	1995	7	ZAF		
13.9687	1995	8	ZAF		
17.1947	1995	9	ZAF		
18.2603	1995	10	ZAF		
20.7679	1995	11	ZAF		
21.0796	1995	12	ZAF		
23.6208	1996	1	ZAF		
22.6741	1996	2	ZAF		
20.5091	1996	3	ZAF		
17.8054	1996	4	ZAF		
14.9528	1996	5	ZAF		
11.7612	1996	6	ZAF		
9.64088	1996	7	ZAF		
11.8018	1996	8	ZAF		
15.7501	1996	9	ZAF		
18.7576	1996	10	ZAF		
19.1827	1996	11	ZAF		
21.9325	1996	12	ZAF		
22.9872	1997	1	ZAF		
22.6801	1997	2	ZAF		
20.3646	1997	3	ZAF		
16.1788	1997	4	ZAF		
13.4963	1997	5	ZAF		
11.073	1997	6	ZAF		
11.3788	1997	7	ZAF		
14.1411	1997	8	ZAF		
17.5729	1997	9	ZAF		
19.5544	1997	10	ZAF		
20.1749	1997	11	ZAF		
23.0675	1997	12	ZAF		
22.9958	1998	1	ZAF		
23.9108	1998	2	ZAF		
21.733	1998	3	ZAF		
19.2885	1998	4	ZAF		
14.4739	1998	5	ZAF		
11.9687	1998	6	ZAF		
11.8992	1998	7	ZAF		
13.6592	1998	8	ZAF		
16.4402	1998	9	ZAF		
18.8326	1998	10	ZAF		
20.5447	1998	11	ZAF		
22.1917	1998	12	ZAF		
24.0429	1999	1	ZAF		
23.8861	1999	2	ZAF		
22.783	1999	3	ZAF		
19.0882	1999	4	ZAF		
14.7118	1999	5	ZAF		
12.5034	1999	6	ZAF		
12.6101	1999	7	ZAF		
13.5633	1999	8	ZAF		
15.5734	1999	9	ZAF		
19.1854	1999	10	ZAF		
22.0043	1999	11	ZAF		
22.684	1999	12	ZAF		
21.8089	2000	1	ZAF		
23.0132	2000	2	ZAF		
21.3794	2000	3	ZAF		
17.2778	2000	4	ZAF		
13.1742	2000	5	ZAF		
12.0955	2000	6	ZAF		
11.1458	2000	7	ZAF		
14.213	2000	8	ZAF		
15.3522	2000	9	ZAF		
19.2008	2000	10	ZAF		
20.2078	2000	11	ZAF		
22.4642	2000	12	ZAF		
23.2711	2001	1	ZAF		
22.9585	2001	2	ZAF		
22.0705	2001	3	ZAF		
17.8671	2001	4	ZAF		
14.754	2001	5	ZAF		
12.1481	2001	6	ZAF		
10.8781	2001	7	ZAF		
13.3387	2001	8	ZAF		
15.3611	2001	9	ZAF		
19.6474	2001	10	ZAF		
20.5678	2001	11	ZAF		
22.0189	2001	12	ZAF		
22.7233	2002	1	ZAF		
23.0563	2002	2	ZAF		
21.8747	2002	3	ZAF		
19.2262	2002	4	ZAF		
14.2301	2002	5	ZAF		
10.8739	2002	6	ZAF		
10.603	2002	7	ZAF		
13.6	2002	8	ZAF		
16.6029	2002	9	ZAF		
19.3788	2002	10	ZAF		
20.2309	2002	11	ZAF		
22.906	2002	12	ZAF		
24.1017	2003	1	ZAF		
24.165	2003	2	ZAF		
21.8018	2003	3	ZAF		
19.8722	2003	4	ZAF		
14.7251	2003	5	ZAF		
11.3563	2003	6	ZAF		
11.5017	2003	7	ZAF		
12.0031	2003	8	ZAF		
16.0207	2003	9	ZAF		
19.4977	2003	10	ZAF		
21.503	2003	11	ZAF		
22.6896	2003	12	ZAF		
22.1557	2004	1	ZAF		
23.7345	2004	2	ZAF		
21.2662	2004	3	ZAF		
18.7184	2004	4	ZAF		
16.0444	2004	5	ZAF		
12.2937	2004	6	ZAF		
10.7435	2004	7	ZAF		
14.4465	2004	8	ZAF		
15.7773	2004	9	ZAF		
19.5158	2004	10	ZAF		
23.115	2004	11	ZAF		
23.5176	2004	12	ZAF		
23.8674	2005	1	ZAF		
24.0892	2005	2	ZAF		
21.4467	2005	3	ZAF		
17.8718	2005	4	ZAF		
15.3702	2005	5	ZAF		
12.2517	2005	6	ZAF		
12.7632	2005	7	ZAF		
13.8961	2005	8	ZAF		
17.716	2005	9	ZAF		
19.6636	2005	10	ZAF		
21.3609	2005	11	ZAF		
22.2162	2005	12	ZAF		
23.8633	2006	1	ZAF		
23.4613	2006	2	ZAF		
20.406	2006	3	ZAF		
18.1627	2006	4	ZAF		
13.0951	2006	5	ZAF		
12.0057	2006	6	ZAF		
12.4946	2006	7	ZAF		
12.792	2006	8	ZAF		
16.8857	2006	9	ZAF		
19.9092	2006	10	ZAF		
21.2595	2006	11	ZAF		
22.7642	2006	12	ZAF		
24.1109	2007	1	ZAF		
23.9915	2007	2	ZAF		
21.8551	2007	3	ZAF		
19.2967	2007	4	ZAF		
14.8777	2007	5	ZAF		
11.9167	2007	6	ZAF		
11.3943	2007	7	ZAF		
13.4075	2007	8	ZAF		
17.6812	2007	9	ZAF		
18.7217	2007	10	ZAF		
20.3823	2007	11	ZAF		
22.182	2007	12	ZAF		
23.5756	2008	1	ZAF		
23.6587	2008	2	ZAF		
21.6058	2008	3	ZAF		
17.7293	2008	4	ZAF		
15.7454	2008	5	ZAF		
12.4161	2008	6	ZAF		
12.0809	2008	7	ZAF		
14.2858	2008	8	ZAF		
15.4907	2008	9	ZAF		
19.2702	2008	10	ZAF		
21.5899	2008	11	ZAF		
23.4376	2008	12	ZAF		
23.715	2009	1	ZAF		
23.2228	2009	2	ZAF		
21.6355	2009	3	ZAF		
19.4344	2009	4	ZAF		
15.0263	2009	5	ZAF		
12.5005	2009	6	ZAF		
11.4138	2009	7	ZAF		
14.0954	2009	8	ZAF		
16.5694	2009	9	ZAF		
19.6818	2009	10	ZAF		
20.4723	2009	11	ZAF		
22.5364	2009	12	ZAF		
23.5809	2010	1	ZAF		
23.733	2010	2	ZAF		
22.7864	2010	3	ZAF		
18.8508	2010	4	ZAF		
15.8603	2010	5	ZAF		
11.6755	2010	6	ZAF		
12.7201	2010	7	ZAF		
14.264	2010	8	ZAF		
17.6093	2010	9	ZAF		
19.2974	2010	10	ZAF		
21.3884	2010	11	ZAF		
22.7712	2010	12	ZAF		
23.5056	2011	1	ZAF		
23.5616	2011	2	ZAF		
22.6716	2011	3	ZAF		
17.9067	2011	4	ZAF		
16.3127	2011	5	ZAF		
11.1652	2011	6	ZAF		
10.712	2011	7	ZAF		
13.2489	2011	8	ZAF		
17.0992	2011	9	ZAF		
18.8513	2011	10	ZAF		
20.3291	2011	11	ZAF		
22.1289	2011	12	ZAF		
24.6496	2012	1	ZAF		
23.6395	2012	2	ZAF		
22.1803	2012	3	ZAF		
17.8388	2012	4	ZAF		
15.1222	2012	5	ZAF		
11.8425	2012	6	ZAF		
11.4399	2012	7	ZAF		
13.2948	2012	8	ZAF		
15.5943	2012	9	ZAF		
18.7455	2012	10	ZAF		
21.3511	2012	11	ZAF		
22.9381	2012	12	ZAF		
24.0547	2013	1	ZAF		
23.9717	2013	2	ZAF		
22.6396	2013	3	ZAF		
17.9122	2013	4	ZAF		
15.4315	2013	5	ZAF		
12.1727	2013	6	ZAF		
12.25	2013	7	ZAF		
12.8801	2013	8	ZAF		
15.8463	2013	9	ZAF		
18.9665	2013	10	ZAF		
21.3842	2013	11	ZAF		
22.7076	2013	12	ZAF		
24.612	2014	1	ZAF		
24.0207	2014	2	ZAF		
21.36	2014	3	ZAF		
18.2891	2014	4	ZAF		
15.8335	2014	5	ZAF		
11.7525	2014	6	ZAF		
11.6163	2014	7	ZAF		
14.1019	2014	8	ZAF		
17.1829	2014	9	ZAF		
19.8248	2014	10	ZAF		
20.4751	2014	11	ZAF		
22.7249	2014	12	ZAF		
24.0772	2015	1	ZAF		
22.9488	2015	2	ZAF		
22.445	2015	3	ZAF		
18.201	2015	4	ZAF		
16.3513	2015	5	ZAF		
11.7428	2015	6	ZAF		
11.9777	2015	7	ZAF		
12.8996	2015	8	ZAF		
17.0865	2015	9	ZAF		
20.7942	2015	10	ZAF		
20.7684	2015	11	ZAF		
24.174	2015	12	ZAF		
