tas	"	Year"	 Month	 Country	 ISO3	 ISO2
21.9876	1978	7	ETH		
22.406	1978	8	ETH		
22.6663	1978	9	ETH		
22.2755	1978	10	ETH		
21.526	1978	11	ETH		
21.138	1978	12	ETH		
21.065	1979	1	ETH		
22.5923	1979	2	ETH		
23.5329	1979	3	ETH		
24.5043	1979	4	ETH		
23.6692	1979	5	ETH		
23.5563	1979	6	ETH		
22.8167	1979	7	ETH		
22.4908	1979	8	ETH		
23.1558	1979	9	ETH		
22.6654	1979	10	ETH		
21.8531	1979	11	ETH		
21.667	1979	12	ETH		
22.0623	1980	1	ETH		
23.4344	1980	2	ETH		
24.538	1980	3	ETH		
24.542	1980	4	ETH		
24.5016	1980	5	ETH		
23.9087	1980	6	ETH		
22.7076	1980	7	ETH		
22.4667	1980	8	ETH		
23.2051	1980	9	ETH		
23.12	1980	10	ETH		
22.6519	1980	11	ETH		
21.3308	1980	12	ETH		
21.9118	1981	1	ETH		
22.5434	1981	2	ETH		
23.1354	1981	3	ETH		
23.5807	1981	4	ETH		
23.9194	1981	5	ETH		
23.9756	1981	6	ETH		
22.5	1981	7	ETH		
22.6777	1981	8	ETH		
22.5978	1981	9	ETH		
22.013	1981	10	ETH		
21.3531	1981	11	ETH		
20.7749	1981	12	ETH		
21.6573	1982	1	ETH		
22.4543	1982	2	ETH		
23.4193	1982	3	ETH		
23.4561	1982	4	ETH		
23.4607	1982	5	ETH		
23.7344	1982	6	ETH		
23.0336	1982	7	ETH		
22.3366	1982	8	ETH		
22.9137	1982	9	ETH		
21.4303	1982	10	ETH		
21.3437	1982	11	ETH		
21.0873	1982	12	ETH		
20.7386	1983	1	ETH		
22.4218	1983	2	ETH		
23.9542	1983	3	ETH		
24.2629	1983	4	ETH		
23.9414	1983	5	ETH		
23.8539	1983	6	ETH		
23.5367	1983	7	ETH		
23.0573	1983	8	ETH		
23.1182	1983	9	ETH		
22.4319	1983	10	ETH		
21.476	1983	11	ETH		
20.7222	1983	12	ETH		
20.804	1984	1	ETH		
21.5141	1984	2	ETH		
24.1879	1984	3	ETH		
25.0263	1984	4	ETH		
23.7049	1984	5	ETH		
23.2088	1984	6	ETH		
22.6301	1984	7	ETH		
22.9161	1984	8	ETH		
22.6016	1984	9	ETH		
22.3326	1984	10	ETH		
21.2869	1984	11	ETH		
20.5682	1984	12	ETH		
21.6479	1985	1	ETH		
21.6385	1985	2	ETH		
23.7845	1985	3	ETH		
23.5034	1985	4	ETH		
23.257	1985	5	ETH		
23.2008	1985	6	ETH		
22.3844	1985	7	ETH		
22.4419	1985	8	ETH		
22.5714	1985	9	ETH		
22.477	1985	10	ETH		
21.6157	1985	11	ETH		
20.8681	1985	12	ETH		
21.0389	1986	1	ETH		
22.924	1986	2	ETH		
23.4643	1986	3	ETH		
23.4209	1986	4	ETH		
23.9958	1986	5	ETH		
23.6089	1986	6	ETH		
22.895	1986	7	ETH		
22.6232	1986	8	ETH		
22.6797	1986	9	ETH		
22.397	1986	10	ETH		
21.8925	1986	11	ETH		
20.9108	1986	12	ETH		
21.1686	1987	1	ETH		
22.7606	1987	2	ETH		
23.7136	1987	3	ETH		
23.8988	1987	4	ETH		
23.3151	1987	5	ETH		
23.4374	1987	6	ETH		
23.3709	1987	7	ETH		
23.2348	1987	8	ETH		
23.9345	1987	9	ETH		
23.0369	1987	10	ETH		
21.9934	1987	11	ETH		
21.5874	1987	12	ETH		
21.9547	1988	1	ETH		
23.329	1988	2	ETH		
24.3689	1988	3	ETH		
24.29	1988	4	ETH		
24.305	1988	5	ETH		
23.8204	1988	6	ETH		
22.5817	1988	7	ETH		
22.404	1988	8	ETH		
22.6996	1988	9	ETH		
22.222	1988	10	ETH		
20.6505	1988	11	ETH		
20.4139	1988	12	ETH		
20.5018	1989	1	ETH		
21.5274	1989	2	ETH		
23.0538	1989	3	ETH		
22.6253	1989	4	ETH		
23.3204	1989	5	ETH		
23.2449	1989	6	ETH		
22.5865	1989	7	ETH		
22.5892	1989	8	ETH		
22.7268	1989	9	ETH		
22.135	1989	10	ETH		
21.3804	1989	11	ETH		
21.2279	1989	12	ETH		
21.2261	1990	1	ETH		
22.1442	1990	2	ETH		
22.7811	1990	3	ETH		
23.6011	1990	4	ETH		
24.555	1990	5	ETH		
23.86	1990	6	ETH		
22.8597	1990	7	ETH		
22.8562	1990	8	ETH		
23.1946	1990	9	ETH		
22.486	1990	10	ETH		
22.0127	1990	11	ETH		
21.1978	1990	12	ETH		
21.8524	1991	1	ETH		
22.3767	1991	2	ETH		
23.5291	1991	3	ETH		
24.7054	1991	4	ETH		
23.945	1991	5	ETH		
23.8675	1991	6	ETH		
22.749	1991	7	ETH		
22.6282	1991	8	ETH		
22.9008	1991	9	ETH		
22.3911	1991	10	ETH		
21.1684	1991	11	ETH		
20.963	1991	12	ETH		
20.519	1992	1	ETH		
21.891	1992	2	ETH		
23.8264	1992	3	ETH		
24.7617	1992	4	ETH		
24.5007	1992	5	ETH		
24.0195	1992	6	ETH		
22.3496	1992	7	ETH		
21.9254	1992	8	ETH		
22.1649	1992	9	ETH		
21.6833	1992	10	ETH		
20.4596	1992	11	ETH		
20.4194	1992	12	ETH		
20.3635	1993	1	ETH		
20.8251	1993	2	ETH		
23.9159	1993	3	ETH		
23.8115	1993	4	ETH		
23.6106	1993	5	ETH		
23.6278	1993	6	ETH		
22.8496	1993	7	ETH		
22.6601	1993	8	ETH		
20.9363	1993	9	ETH		
22.5682	1993	10	ETH		
22.0257	1993	11	ETH		
17.0995	1993	12	ETH		
20.8273	1994	1	ETH		
22.5599	1994	2	ETH		
23.6268	1994	3	ETH		
24.8239	1994	4	ETH		
23.7589	1994	5	ETH		
23.4252	1994	6	ETH		
22.5679	1994	7	ETH		
22.1647	1994	8	ETH		
22.4045	1994	9	ETH		
22.1283	1994	10	ETH		
20.5717	1994	11	ETH		
20.6345	1994	12	ETH		
21.22	1995	1	ETH		
22.7971	1995	2	ETH		
23.6771	1995	3	ETH		
24.4264	1995	4	ETH		
24.5689	1995	5	ETH		
23.8763	1995	6	ETH		
22.8016	1995	7	ETH		
22.8535	1995	8	ETH		
23.3153	1995	9	ETH		
22.839	1995	10	ETH		
21.8142	1995	11	ETH		
21.7737	1995	12	ETH		
21.9626	1996	1	ETH		
23.2345	1996	2	ETH		
23.9235	1996	3	ETH		
25.1569	1996	4	ETH		
23.814	1996	5	ETH		
22.9797	1996	6	ETH		
22.833	1996	7	ETH		
22.6069	1996	8	ETH		
23.342	1996	9	ETH		
22.435	1996	10	ETH		
21.2943	1996	11	ETH		
20.8533	1996	12	ETH		
20.9285	1997	1	ETH		
22.0164	1997	2	ETH		
24.2248	1997	3	ETH		
23.7085	1997	4	ETH		
23.8882	1997	5	ETH		
23.5919	1997	6	ETH		
23.1903	1997	7	ETH		
23.1526	1997	8	ETH		
23.4685	1997	9	ETH		
22.3081	1997	10	ETH		
21.8552	1997	11	ETH		
21.177	1997	12	ETH		
22.074	1998	1	ETH		
23.2127	1998	2	ETH		
24.117	1998	3	ETH		
25.4863	1998	4	ETH		
24.3206	1998	5	ETH		
24.609	1998	6	ETH		
23.1963	1998	7	ETH		
22.7045	1998	8	ETH		
22.9847	1998	9	ETH		
22.5207	1998	10	ETH		
21.1013	1998	11	ETH		
20.5018	1998	12	ETH		
21.4167	1999	1	ETH		
22.6983	1999	2	ETH		
23.4528	1999	3	ETH		
24.7447	1999	4	ETH		
24.3966	1999	5	ETH		
23.7749	1999	6	ETH		
22.549	1999	7	ETH		
21.6402	1999	8	ETH		
22.6493	1999	9	ETH		
21.5585	1999	10	ETH		
20.876	1999	11	ETH		
20.775	1999	12	ETH		
20.9106	2000	1	ETH		
22.4835	2000	2	ETH		
23.5763	2000	3	ETH		
24.7904	2000	4	ETH		
23.9827	2000	5	ETH		
23.991	2000	6	ETH		
23.4175	2000	7	ETH		
22.5051	2000	8	ETH		
22.934	2000	9	ETH		
21.9195	2000	10	ETH		
22.7622	2000	11	ETH		
20.9697	2000	12	ETH		
21.8745	2001	1	ETH		
22.5602	2001	2	ETH		
23.9112	2001	3	ETH		
25.0305	2001	4	ETH		
23.8962	2001	5	ETH		
23.3574	2001	6	ETH		
23.096	2001	7	ETH		
22.1681	2001	8	ETH		
23.0563	2001	9	ETH		
23.1328	2001	10	ETH		
21.47	2001	11	ETH		
21.5984	2001	12	ETH		
21.2681	2002	1	ETH		
23.2133	2002	2	ETH		
24.1021	2002	3	ETH		
24.9725	2002	4	ETH		
25.2851	2002	5	ETH		
24.037	2002	6	ETH		
23.8569	2002	7	ETH		
23.1611	2002	8	ETH		
23.2968	2002	9	ETH		
22.0257	2002	10	ETH		
22.2567	2002	11	ETH		
22.1182	2002	12	ETH		
21.7774	2003	1	ETH		
23.6345	2003	2	ETH		
24.3523	2003	3	ETH		
24.9787	2003	4	ETH		
25.4284	2003	5	ETH		
24.4484	2003	6	ETH		
22.9644	2003	7	ETH		
22.9733	2003	8	ETH		
22.5001	2003	9	ETH		
22.7504	2003	10	ETH		
21.9961	2003	11	ETH		
21.128	2003	12	ETH		
22.3479	2004	1	ETH		
22.7064	2004	2	ETH		
23.9641	2004	3	ETH		
24.4839	2004	4	ETH		
24.8338	2004	5	ETH		
24.0426	2004	6	ETH		
23.3521	2004	7	ETH		
23.2548	2004	8	ETH		
23.1842	2004	9	ETH		
21.9526	2004	10	ETH		
21.8845	2004	11	ETH		
21.6078	2004	12	ETH		
21.4754	2005	1	ETH		
23.6057	2005	2	ETH		
24.4664	2005	3	ETH		
24.9082	2005	4	ETH		
24.3847	2005	5	ETH		
23.3442	2005	6	ETH		
23.0294	2005	7	ETH		
23.322	2005	8	ETH		
23.5486	2005	9	ETH		
22.6805	2005	10	ETH		
21.7219	2005	11	ETH		
20.6441	2005	12	ETH		
21.7252	2006	1	ETH		
23.7484	2006	2	ETH		
23.9399	2006	3	ETH		
24.2698	2006	4	ETH		
24.4076	2006	5	ETH		
24.1839	2006	6	ETH		
23.2478	2006	7	ETH		
22.5745	2006	8	ETH		
22.9879	2006	9	ETH		
23.0392	2006	10	ETH		
22.0088	2006	11	ETH		
21.2874	2006	12	ETH		
21.5485	2007	1	ETH		
23.1259	2007	2	ETH		
24.1292	2007	3	ETH		
24.5696	2007	4	ETH		
24.7893	2007	5	ETH		
23.8995	2007	6	ETH		
22.5555	2007	7	ETH		
22.6488	2007	8	ETH		
23.1359	2007	9	ETH		
22.4531	2007	10	ETH		
22.4214	2007	11	ETH		
20.9403	2007	12	ETH		
21.8999	2008	1	ETH		
22.5365	2008	2	ETH		
22.5817	2008	3	ETH		
23.9378	2008	4	ETH		
24.3252	2008	5	ETH		
23.7197	2008	6	ETH		
22.9945	2008	7	ETH		
22.9205	2008	8	ETH		
23.5882	2008	9	ETH		
22.7565	2008	10	ETH		
21.2982	2008	11	ETH		
20.9411	2008	12	ETH		
21.578	2009	1	ETH		
23.2193	2009	2	ETH		
24.3022	2009	3	ETH		
25.4265	2009	4	ETH		
25.1196	2009	5	ETH		
24.8693	2009	6	ETH		
23.4321	2009	7	ETH		
23.6102	2009	8	ETH		
24.1554	2009	9	ETH		
22.7712	2009	10	ETH		
22.2856	2009	11	ETH		
22.1578	2009	12	ETH		
21.9947	2010	1	ETH		
23.226	2010	2	ETH		
23.7379	2010	3	ETH		
25.2193	2010	4	ETH		
24.4852	2010	5	ETH		
24.1024	2010	6	ETH		
22.9004	2010	7	ETH		
22.8707	2010	8	ETH		
23.2915	2010	9	ETH		
23.0641	2010	10	ETH		
22.2937	2010	11	ETH		
22.2234	2010	12	ETH		
21.631	2011	1	ETH		
22.9908	2011	2	ETH		
23.7753	2011	3	ETH		
25.3552	2011	4	ETH		
24.3759	2011	5	ETH		
24.4805	2011	6	ETH		
23.5806	2011	7	ETH		
23.0882	2011	8	ETH		
23.5094	2011	9	ETH		
20.5207	2011	10	ETH		
20.3033	2011	11	ETH		
19.9879	2011	12	ETH		
21.546	2012	1	ETH		
22.3213	2012	2	ETH		
24.114	2012	3	ETH		
24.2142	2012	4	ETH		
25.0678	2012	5	ETH		
24.145	2012	6	ETH		
23.0136	2012	7	ETH		
22.8636	2012	8	ETH		
23.6166	2012	9	ETH		
23.182	2012	10	ETH		
22.2064	2012	11	ETH		
21.7167	2012	12	ETH		
22.2156	2013	1	ETH		
23.317	2013	2	ETH		
24.9055	2013	3	ETH		
24.4184	2013	4	ETH		
25.2	2013	5	ETH		
23.8321	2013	6	ETH		
23.0495	2013	7	ETH		
22.9551	2013	8	ETH		
23.5775	2013	9	ETH		
22.4504	2013	10	ETH		
22.1339	2013	11	ETH		
20.4996	2013	12	ETH		
21.3072	2014	1	ETH		
22.7342	2014	2	ETH		
24.4697	2014	3	ETH		
24.7025	2014	4	ETH		
24.2449	2014	5	ETH		
24.6908	2014	6	ETH		
23.5044	2014	7	ETH		
23.0339	2014	8	ETH		
23.3658	2014	9	ETH		
22.7634	2014	10	ETH		
22.3866	2014	11	ETH		
21.4471	2014	12	ETH		
21.1581	2015	1	ETH		
23.3509	2015	2	ETH		
24.654	2015	3	ETH		
24.9227	2015	4	ETH		
24.6859	2015	5	ETH		
24.6762	2015	6	ETH		
24.5282	2015	7	ETH		
23.6319	2015	8	ETH		
24.3409	2015	9	ETH		
23.9694	2015	10	ETH		
22.6825	2015	11	ETH		
21.9719	2015	12	ETH		
